timestamp_ist,expiry,ce_oi,ce_chg_oi,ce_ltp,ce_iv,ce_volume,strike,pe_volume,pe_iv,pe_ltp,pe_chg_oi,pe_oi,ce_buildup,pe_buildup
2026-09-17 09:15,2026-09-29,513500,195,2266.5,0,50310,21000,8515,0,4.65,130,2622165,N/A,N/A
2026-09-17 09:15,2026-09-29,0,0,0,0,0,21200,0,0,0,0,0,N/A,N/A
2026-09-17 09:15,2026-09-29,0,0,0,0,0,21400,3705,0,7.1,0,84175,N/A,N/A
2026-09-17 09:15,2026-09-29,46735,0,1673.2,0,7345,21600,30550,0,8.7,1365,861250,N/A,N/A
2026-09-17 09:15,2026-09-29,130,65,2150,0,65,21800,7735,0,11.3,0,801255,N/A,N/A
2026-09-17 09:15,2026-09-29,808860,-65,1287.9,0,30290,22000,38870,0,14.85,585,3761940,N/A,N/A
2026-09-17 09:15,2026-09-29,1105,0,1050,0,780,22200,15860,0,19.5,0,498875,N/A,N/A
2026-09-17 09:15,2026-09-29,195,-65,842.2,0,195,22400,16380,0,28.95,0,619255,N/A,N/A
2026-09-17 09:15,2026-09-29,3575,0,725,0,7345,22600,49530,0,44.4,1105,1079000,N/A,N/A
2026-09-17 09:15,2026-09-29,272870,130,555,0,78325,22800,72215,0,71.3,0,1561950,N/A,N/A
2026-09-17 09:15,2026-09-29,1184105,325,389.05,0,19955,23000,166335,0,113.85,-3315,7120660,N/A,N/A
2026-09-17 09:15,2026-09-29,1258075,4290,254.65,0,131625,23200,142220,0,177.85,-1170,2794220,N/A,N/A
2026-09-17 09:15,2026-09-29,1926665,1430,148.25,0,53885,23400,14625,0,273.4,-65,1909440,N/A,N/A
2026-09-17 09:15,2026-09-29,2194400,195,74.95,0,82485,23600,6630,0,396,65,1477905,N/A,N/A
2026-09-17 09:15,2026-09-29,3618420,-65,34.25,0,77675,23800,3315,0,549.4,0,1670695,N/A,N/A
2026-09-17 09:15,2026-09-29,9939735,-1040,16.05,0,104455,24000,9685,0,735.3,0,5765640,N/A,N/A
2026-09-17 09:15,2026-09-29,3665480,-520,8.8,0,21060,24200,136175,0,929.2,3120,1748760,N/A,N/A
2026-09-17 09:15,2026-09-29,2829190,8775,6.05,0,29510,24400,650,0,1117.8,0,1924975,N/A,N/A
2026-09-17 09:15,2026-09-29,1318655,0,4.8,0,12415,24600,21450,0,1321,65,673335,N/A,N/A
2026-09-17 09:15,2026-09-29,1019395,195,3.75,0,10335,24800,11635,0,1516.55,0,342420,N/A,N/A
2026-09-17 09:15,2026-09-29,4952610,0,3.05,0,13065,25000,97695,0,1713.8,130,2027020,N/A,N/A
2026-09-17 09:15,2026-09-29,628615,65,2.9,0,798720,25200,1495,0,1925,0,80080,N/A,N/A
2026-09-17 09:15,2026-09-29,314015,195,2.3,0,392470,25400,715,0,2122.7,65,26260,N/A,N/A
2026-09-17 09:15,2026-09-29,151710,0,2.05,0,199485,25600,260,0,2280,65,31070,N/A,N/A
2026-09-17 09:15,2026-09-29,312065,0,2,0,160225,25800,65,0,2350,-65,20865,N/A,N/A
2026-09-17 09:15,2026-09-29,3305005,0,1.45,0,2145,26000,59345,0,2725,0,1965700,N/A,N/A
2026-09-17 09:15,2026-09-29,170365,390,1.5,0,49660,26200,1300,0,2820,455,37505,N/A,N/A
2026-09-17 09:15,2026-09-29,28860,65,0.95,0,29900,26400,260,0,3099.65,195,3575,N/A,N/A
2026-09-17 09:15,2026-09-29,38545,0,0.95,0,30160,26600,0,0,0,0,0,N/A,N/A
2026-09-17 09:15,2026-09-29,2275,0,1.2,0,1300,26800,0,0,2222.1,-65,1300,N/A,N/A
2026-09-17 09:15,2026-09-29,1649505,0,1.15,0,845,27000,69225,0,3718.75,0,1496070,N/A,N/A
2026-09-17 09:15,2026-09-29,76050,0,1.2,0,57980,27200,0,0,0,0,0,N/A,N/A
2026-09-17 09:15,2026-09-29,0,0,0,0,0,27400,0,0,0,0,0,N/A,N/A
2026-09-17 09:15,2026-09-29,0,0,0,0,0,27600,0,0,0,0,0,N/A,N/A
2026-09-17 09:15,2026-09-29,0,0,0,0,0,27800,0,0,0,0,0,N/A,N/A
2026-09-17 09:15,2026-09-29,0,0,0,0,0,28000,0,0,0,0,0,N/A,N/A
2026-09-17 09:15,2026-09-29,0,0,0,0,0,28200,0,0,0,0,0,N/A,N/A
2026-09-17 09:15,2026-09-29,0,0,0,0,0,28400,0,0,0,0,0,N/A,N/A
2026-09-17 09:15,2026-09-29,0,0,0,0,0,28600,0,0,0,0,0,N/A,N/A
2026-09-17 09:15,2026-09-29,0,0,0,0,0,28800,0,0,0,0,0,N/A,N/A
2026-09-17 09:15,2026-09-29,0,0,0,0,0,29000,0,0,0,0,0,N/A,N/A
2026-09-17 09:15,2026-09-29,0,0,0,0,0,29200,0,0,0,0,0,N/A,N/A
2026-09-17 09:15,2026-09-29,0,0,0,0,0,29400,0,0,0,0,0,N/A,N/A
2026-09-17 09:15,2026-09-29,0,0,0,0,0,29600,0,0,0,0,0,N/A,N/A
2026-09-17 09:15,2026-09-29,0,0,0,0,0,29800,0,0,0,0,0,N/A,N/A
2026-09-17 09:15,2026-09-29,272160,0,0.55,0,520,30000,2340,0,6715,65,137280,N/A,N/A
2026-09-17 09:20,2026-09-29,513500,195,2266.5,0,50310,21000,103025,0,4.85,-21645,2600390,Short Buildup,Short Covering
2026-09-17 09:20,2026-09-29,0,0,0,0,0,21200,0,0,0,0,0,N/A,N/A
2026-09-17 09:20,2026-09-29,0,0,0,0,0,21400,40820,0,6.7,-3575,80600,N/A,Long Unwinding
2026-09-17 09:20,2026-09-29,46735,0,1673.2,0,7345,21600,146315,0,7.95,-26520,833365,N/A,Long Unwinding
2026-09-17 09:20,2026-09-29,130,65,2150,0,65,21800,100620,0,10.45,-780,800475,Short Buildup,Long Unwinding
2026-09-17 09:20,2026-09-29,808860,-65,1322.9,0,2990,22000,280020,0,13.5,-80795,3680560,Short Covering,Long Unwinding
2026-09-17 09:20,2026-09-29,1105,0,1050,0,780,22200,71630,0,17.55,17940,516815,N/A,Short Buildup
2026-09-17 09:20,2026-09-29,195,-65,842.2,0,195,22400,97110,0,25.8,-3185,616070,Long Unwinding,Long Unwinding
2026-09-17 09:20,2026-09-29,3575,0,725,0,65,22600,165035,0,40.1,-5785,1072110,N/A,Long Unwinding
2026-09-17 09:20,2026-09-29,272285,-455,565.6,0,2080,22800,226200,0,63.75,-21580,1540370,Short Covering,Long Unwinding
2026-09-17 09:20,2026-09-29,1184235,455,401,0,68510,23000,556140,0,105.5,-28275,7095700,Long Buildup,Long Unwinding
2026-09-17 09:20,2026-09-29,1284270,30485,262.75,0,413920,23200,442390,0,166.05,57330,2852720,Long Buildup,Short Buildup
2026-09-17 09:20,2026-09-29,1937780,12545,153.8,0,245180,23400,101075,0,257.6,-3575,1905930,Long Buildup,Long Unwinding
2026-09-17 09:20,2026-09-29,2148315,-45890,79.15,0,397475,23600,30680,0,379.95,-10335,1467505,Short Covering,Long Unwinding
2026-09-17 09:20,2026-09-29,3732625,114140,36,0,522470,23800,12870,0,535,-845,1669850,Long Buildup,Long Unwinding
2026-09-17 09:20,2026-09-29,10031255,90480,16.75,0,786110,24000,103935,0,714.1,-7995,5757645,Long Buildup,Long Unwinding
2026-09-17 09:20,2026-09-29,3630965,-35035,9.2,0,257270,24200,715,0,905,-195,1745445,Short Covering,Long Unwinding
2026-09-17 09:20,2026-09-29,2737865,-82550,6.35,0,213265,24400,1755,0,1091.6,-455,1924520,Short Covering,Long Unwinding
2026-09-17 09:20,2026-09-29,1314170,-4485,5.05,0,62270,24600,65,0,1290.85,0,673270,Short Covering,N/A
2026-09-17 09:20,2026-09-29,1022775,3575,4,0,39130,24800,65,0,1483.95,0,342420,Long Buildup,N/A
2026-09-17 09:20,2026-09-29,4951830,-780,3.2,0,65000,25000,1105,0,1699.25,-780,2026110,Short Covering,Long Unwinding
2026-09-17 09:20,2026-09-29,624585,-3965,2.8,0,19695,25200,1495,0,1925,0,80080,Long Unwinding,N/A
2026-09-17 09:20,2026-09-29,313625,-195,2.25,0,6565,25400,715,0,2122.7,65,26260,Long Unwinding,Short Buildup
2026-09-17 09:20,2026-09-29,151710,0,1.85,0,195,25600,260,0,2280,65,31070,N/A,Short Buildup
2026-09-17 09:20,2026-09-29,312065,0,2,0,910,25800,65,0,2350,-65,20865,N/A,Long Unwinding
2026-09-17 09:20,2026-09-29,3301625,-3380,1.45,0,11375,26000,130,0,2706.2,-65,1965635,Long Unwinding,Long Unwinding
2026-09-17 09:20,2026-09-29,170365,390,1.5,0,49660,26200,1300,0,2820,455,37505,Short Buildup,Short Buildup
2026-09-17 09:20,2026-09-29,28795,0,0.85,0,1885,26400,260,0,3099.65,195,3575,N/A,Short Buildup
2026-09-17 09:20,2026-09-29,38545,0,0.95,0,65,26600,0,0,0,0,0,N/A,N/A
2026-09-17 09:20,2026-09-29,2275,0,1.2,0,1300,26800,0,0,2222.1,-65,1300,N/A,Long Unwinding
2026-09-17 09:20,2026-09-29,1643395,-6110,1.15,0,14430,27000,4030,0,3688.95,195,1496265,Long Unwinding,Short Buildup
2026-09-17 09:20,2026-09-29,76050,0,1.2,0,57980,27200,0,0,0,0,0,N/A,N/A
2026-09-17 09:20,2026-09-29,0,0,0,0,0,27400,0,0,0,0,0,N/A,N/A
2026-09-17 09:20,2026-09-29,0,0,0,0,0,27600,0,0,0,0,0,N/A,N/A
2026-09-17 09:20,2026-09-29,0,0,0,0,0,27800,0,0,0,0,0,N/A,N/A
2026-09-17 09:20,2026-09-29,0,0,0,0,0,28000,0,0,0,0,0,N/A,N/A
2026-09-17 09:20,2026-09-29,0,0,0,0,0,28200,0,0,0,0,0,N/A,N/A
2026-09-17 09:20,2026-09-29,0,0,0,0,0,28400,0,0,0,0,0,N/A,N/A
2026-09-17 09:20,2026-09-29,0,0,0,0,0,28600,0,0,0,0,0,N/A,N/A
2026-09-17 09:20,2026-09-29,0,0,0,0,0,28800,0,0,0,0,0,N/A,N/A
2026-09-17 09:20,2026-09-29,0,0,0,0,0,29000,0,0,0,0,0,N/A,N/A
2026-09-17 09:20,2026-09-29,0,0,0,0,0,29200,0,0,0,0,0,N/A,N/A
2026-09-17 09:20,2026-09-29,0,0,0,0,0,29400,0,0,0,0,0,N/A,N/A
2026-09-17 09:20,2026-09-29,0,0,0,0,0,29600,0,0,0,0,0,N/A,N/A
2026-09-17 09:20,2026-09-29,0,0,0,0,0,29800,0,0,0,0,0,N/A,N/A
2026-09-17 09:20,2026-09-29,272160,0,0.55,0,520,30000,2340,0,6715,65,137280,N/A,Short Buildup
2026-09-17 09:25,2026-09-29,513305,0,2274,0,1105,21000,142480,0,5.05,-28405,2593630,N/A,Short Covering
2026-09-17 09:25,2026-09-29,0,0,0,0,0,21200,0,0,0,0,0,N/A,N/A
2026-09-17 09:25,2026-09-29,0,0,0,0,0,21400,53235,0,6.7,-2860,81315,N/A,Long Unwinding
2026-09-17 09:25,2026-09-29,46735,0,1673.2,0,7345,21600,213785,0,8.15,14820,874705,N/A,Long Buildup
2026-09-17 09:25,2026-09-29,130,65,2150,0,65,21800,137540,0,10.65,2990,804245,Short Buildup,Long Buildup
2026-09-17 09:25,2026-09-29,807690,-1235,1285,0,7280,22000,358735,0,13.75,-73385,3687970,Long Unwinding,Short Covering
2026-09-17 09:25,2026-09-29,1105,0,1050,0,780,22200,99905,0,18,30030,528905,N/A,Long Buildup
2026-09-17 09:25,2026-09-29,195,-65,842.2,0,195,22400,123500,0,26.7,-1755,617500,Long Unwinding,Short Covering
2026-09-17 09:25,2026-09-29,3575,0,725,0,65,22600,336050,0,41.75,47840,1125735,N/A,Long Buildup
2026-09-17 09:25,2026-09-29,273325,585,543.7,0,5590,22800,288600,0,67.95,-8710,1553240,Short Buildup,Short Covering
2026-09-17 09:25,2026-09-29,1179100,-4680,384.35,0,102895,23000,770315,0,110.15,6565,7130540,Long Unwinding,Long Buildup
2026-09-17 09:25,2026-09-29,1319955,66170,249.5,0,586040,23200,696540,0,174.2,121225,2916615,Short Buildup,Long Buildup
2026-09-17 09:25,2026-09-29,1961635,36400,144.05,0,419510,23400,161265,0,269.3,3640,1913145,Short Buildup,Long Buildup
2026-09-17 09:25,2026-09-29,2162875,-31330,73,0,509795,23600,77155,0,393.8,-6630,1471210,Long Unwinding,Short Covering
2026-09-17 09:25,2026-09-29,3860675,242190,32.7,0,806000,23800,21515,0,555,2860,1673555,Short Buildup,Long Buildup
2026-09-17 09:25,2026-09-29,9969310,28535,15.75,0,1660165,24000,114985,0,737.3,-7930,5757710,Short Buildup,Short Covering
2026-09-17 09:25,2026-09-29,3632850,-33150,8.85,0,351390,24200,1560,0,928.7,-520,1745120,Long Unwinding,Short Covering
2026-09-17 09:25,2026-09-29,2734875,-85540,6.4,0,255060,24400,2275,0,1120,-975,1924000,Short Covering,Short Covering
2026-09-17 09:25,2026-09-29,1315080,-3575,5.05,0,94185,24600,195,0,1302.15,-130,673140,Long Unwinding,Short Covering
2026-09-17 09:25,2026-09-29,1023685,4485,4.05,0,56680,24800,65,0,1483.95,0,342420,Long Buildup,N/A
2026-09-17 09:25,2026-09-29,4947930,-4680,3.4,0,143390,25000,1820,0,1716,-1365,2025525,Short Covering,Short Covering
2026-09-17 09:25,2026-09-29,634660,6110,2.95,0,47515,25200,1495,0,1925,0,80080,Long Buildup,N/A
2026-09-17 09:25,2026-09-29,314210,390,2.45,0,54405,25400,715,0,2122.7,65,26260,Long Buildup,Short Buildup
2026-09-17 09:25,2026-09-29,157235,5525,2.2,0,33865,25600,260,0,2280,65,31070,Long Buildup,Short Buildup
2026-09-17 09:25,2026-09-29,317330,5265,1.95,0,24115,25800,65,0,2350,-65,20865,Short Buildup,Long Unwinding
2026-09-17 09:25,2026-09-29,3307280,2275,1.7,0,85215,26000,260,0,2719,-65,1965635,Long Buildup,Short Covering
