timestamp_ist,trade_date,expiry,spot,atm,pcr,max_pain,support,resistance,ce_oi_total,pe_oi_total,verdict
2026-09-14 09:15,2026-09-14,2026-09-15,23398.1,23400,1.05,23450,23300,24000,173482855,181894700,Rangebound
2026-09-14 09:15,2026-09-14,2026-09-22,23398.1,23400,0.8,23500,21700,25000,45868030,36578230,Leaning Bearish
2026-09-14 09:15,2026-09-14,2026-09-29,23398.1,23400,0.99,24000,23000,24000,73420830,72649870,Rangebound
2026-09-14 09:20,2026-09-14,2026-09-15,23398.1,23400,1.05,23450,23300,24000,173482855,181894700,Rangebound
2026-09-14 09:20,2026-09-14,2026-09-22,23398.1,23400,0.8,23500,21700,25000,45868030,36578230,Leaning Bearish
2026-09-14 09:20,2026-09-14,2026-09-29,23398.1,23400,0.99,24000,23000,24000,73420830,72649870,Rangebound
2026-09-14 09:25,2026-09-14,2026-09-15,23398.1,23400,1.05,23450,23300,24000,173482855,181894700,Rangebound
2026-09-14 09:25,2026-09-14,2026-09-22,23398.1,23400,0.8,23500,21700,25000,45868030,36578230,Leaning Bearish
2026-09-14 09:25,2026-09-14,2026-09-29,23398.1,23400,0.99,24000,23000,24000,73420830,72649870,Rangebound
2026-09-14 09:30,2026-09-14,2026-09-15,23398.1,23400,1.05,23450,23300,24000,173482855,181894700,Rangebound
2026-09-14 09:30,2026-09-14,2026-09-22,23398.1,23400,0.8,23500,21700,25000,45868030,36578230,Leaning Bearish
2026-09-14 09:30,2026-09-14,2026-09-29,23398.1,23400,0.99,24000,23000,24000,73420830,72649870,Rangebound
2026-09-14 09:35,2026-09-14,2026-09-15,23398.1,23400,1.05,23450,23300,24000,173482855,181894700,Rangebound
2026-09-14 09:35,2026-09-14,2026-09-22,23398.1,23400,0.8,23500,21700,25000,45868030,36578230,Leaning Bearish
2026-09-14 09:35,2026-09-14,2026-09-29,23398.1,23400,0.99,24000,23000,24000,73420830,72649870,Rangebound
2026-09-14 09:40,2026-09-14,2026-09-15,23398.1,23400,1.05,23450,23300,24000,173482855,181894700,Rangebound
2026-09-14 09:40,2026-09-14,2026-09-22,23398.1,23400,0.8,23500,21700,25000,45868030,36578230,Leaning Bearish
2026-09-14 09:40,2026-09-14,2026-09-29,23398.1,23400,0.99,24000,23000,24000,73420830,72649870,Rangebound
