timestamp_ist,trade_date,expiry,spot,atm,pcr,max_pain,support,resistance,ce_oi_total,pe_oi_total,verdict
2026-09-15 09:15,2026-09-15,2026-09-15,23506.15,23500,1.05,23450,23300,24000,171980575,180643775,Rangebound
2026-09-15 09:15,2026-09-15,2026-09-22,23506.15,23500,0.8,23500,21700,25000,45752980,36531755,Leaning Bearish
2026-09-15 09:15,2026-09-15,2026-09-29,23506.15,23500,0.98,24000,23000,24000,73132425,71342905,Rangebound
2026-09-15 09:20,2026-09-15,2026-09-15,23494.25,23500,1.0,23500,23300,23500,215155980,215541365,Rangebound
2026-09-15 09:20,2026-09-15,2026-09-22,23494.25,23500,0.8,23500,21700,25000,48267050,38627355,Leaning Bearish
2026-09-15 09:20,2026-09-15,2026-09-29,23494.25,23500,0.98,24000,23000,24000,72932160,71311315,Rangebound
2026-09-15 09:25,2026-09-15,2026-09-15,23466.5,23450,0.97,23500,23300,23500,234986180,227367660,Rangebound
2026-09-15 09:25,2026-09-15,2026-09-22,23466.5,23450,0.79,23500,21700,25000,50796525,40075620,Leaning Bearish
2026-09-15 09:25,2026-09-15,2026-09-29,23466.5,23450,0.98,24000,23000,24000,72866445,71286030,Rangebound
2026-09-15 09:30,2026-09-15,2026-09-15,23460.5,23450,0.88,23500,23300,23500,255810100,225356040,Rangebound
2026-09-15 09:30,2026-09-15,2026-09-22,23460.5,23450,0.77,23500,21700,25000,52980395,41012595,Leaning Bearish
2026-09-15 09:30,2026-09-15,2026-09-29,23460.5,23450,0.98,24000,23000,24000,73227260,71469525,Rangebound
2026-09-15 09:35,2026-09-15,2026-09-15,23461.2,23450,0.87,23450,23300,23500,269154210,232889475,Rangebound
2026-09-15 09:35,2026-09-15,2026-09-22,23461.2,23450,0.76,23500,21700,25000,55004430,41976155,Leaning Bearish
2026-09-15 09:35,2026-09-15,2026-09-29,23461.2,23450,0.97,24000,23000,24000,73528470,71518340,Rangebound
2026-09-15 09:40,2026-09-15,2026-09-15,23453.85,23450,0.84,23450,23300,23500,281910005,236161250,Rangebound
2026-09-15 09:40,2026-09-15,2026-09-22,23453.85,23450,0.76,23500,21700,25000,56282200,42924570,Leaning Bearish
2026-09-15 09:40,2026-09-15,2026-09-29,23453.85,23450,0.98,24000,23000,24000,73463470,71677850,Rangebound
2026-09-15 09:45,2026-09-15,2026-09-15,23439.9,23450,0.84,23450,23300,23500,286301015,239522920,Rangebound
2026-09-15 09:45,2026-09-15,2026-09-22,23439.9,23450,0.76,23500,21700,25000,57160610,43176250,Leaning Bearish
2026-09-15 09:45,2026-09-15,2026-09-29,23439.9,23450,0.98,24000,23000,24000,73610760,71807265,Rangebound
2026-09-15 09:50,2026-09-15,2026-09-15,23424.1,23400,0.77,23450,23300,23500,297980020,229011510,Leaning Bearish
2026-09-15 09:50,2026-09-15,2026-09-22,23424.1,23400,0.74,23500,21700,25000,58667895,43537585,Leaning Bearish
2026-09-15 09:50,2026-09-15,2026-09-29,23424.1,23400,0.97,24000,23000,24000,73599385,71744800,Rangebound
2026-09-15 09:55,2026-09-15,2026-09-15,23389.75,23400,0.72,23450,23300,23500,306943975,221333450,Leaning Bearish
2026-09-15 09:55,2026-09-15,2026-09-22,23389.75,23400,0.73,23500,21700,25000,59950085,43767360,Leaning Bearish
2026-09-15 09:55,2026-09-15,2026-09-29,23389.75,23400,0.97,24000,23000,24000,73740825,71790430,Rangebound
2026-09-15 10:00,2026-09-15,2026-09-15,23384.5,23400,0.68,23400,23300,23500,320148790,216737560,Leaning Bearish
2026-09-15 10:00,2026-09-15,2026-09-22,23384.5,23400,0.71,23500,21700,25000,61764690,43776135,Leaning Bearish
2026-09-15 10:00,2026-09-15,2026-09-29,23384.5,23400,0.98,24000,23000,24000,73843330,72080330,Rangebound
2026-09-15 10:05,2026-09-15,2026-09-15,23388.9,23400,0.68,23400,23300,23500,327743390,224379415,Leaning Bearish
2026-09-15 10:05,2026-09-15,2026-09-22,23388.9,23400,0.71,23500,21700,25000,62689315,44463250,Leaning Bearish
2026-09-15 10:05,2026-09-15,2026-09-29,23388.9,23400,0.98,24000,23000,24000,73866145,72063300,Rangebound
2026-09-15 10:10,2026-09-15,2026-09-15,23371.4,23350,0.68,23400,23300,23500,333541195,227027840,Leaning Bearish
