timestamp_ist,expiry,ce_oi,ce_chg_oi,ce_ltp,ce_iv,ce_volume,strike,pe_volume,pe_iv,pe_ltp,pe_chg_oi,pe_oi,ce_buildup,pe_buildup
2026-09-18 09:15,2026-10-06,0,0,0,0,0,21000,0,0,0,0,0,N/A,N/A
2026-09-18 09:15,2026-10-06,0,0,0,0,0,21200,0,0,0,0,0,N/A,N/A
2026-09-18 09:15,2026-10-06,0,0,0,0,0,21400,2015,0,7.2,0,1040,N/A,N/A
2026-09-18 09:15,2026-10-06,0,0,0,0,0,21600,53755,0,9.65,390,24960,N/A,N/A
2026-09-18 09:15,2026-10-06,0,0,0,0,0,21800,53495,0,11.7,-1105,23270,N/A,N/A
2026-09-18 09:15,2026-10-06,0,-260,1354,0,260,22000,1300,0,14.95,390,106730,N/A,N/A
2026-09-18 09:15,2026-10-06,0,0,0,0,0,22200,160160,0,21.5,520,50700,N/A,N/A
2026-09-18 09:15,2026-10-06,0,0,0,0,0,22400,71760,0,30.85,0,20540,N/A,N/A
2026-09-18 09:15,2026-10-06,65,-65,794,0,130,22600,205205,0,46,-65,93470,N/A,N/A
2026-09-18 09:15,2026-10-06,1820,65,614.4,0,1365,22800,2990,0,70.3,0,68835,N/A,N/A
2026-09-18 09:15,2026-10-06,37960,0,489.15,0,195,23000,11050,0,103,-65,285220,N/A,N/A
2026-09-18 09:15,2026-10-06,83395,0,350,0,1625,23200,1820,0,157.9,0,116935,N/A,N/A
2026-09-18 09:15,2026-10-06,84630,0,226.95,0,5135,23400,3120,0,236.35,0,66885,N/A,N/A
2026-09-18 09:15,2026-10-06,80535,0,134.3,0,1950,23600,16055,0,346.7,-65,21515,N/A,N/A
2026-09-18 09:15,2026-10-06,135070,0,72.95,0,5915,23800,6110,0,487,-455,13000,N/A,N/A
2026-09-18 09:15,2026-10-06,796380,-65,38.95,0,9555,24000,20605,0,658.05,0,24505,N/A,N/A
2026-09-18 09:15,2026-10-06,109655,0,19.7,0,2665,24200,130,0,938.55,-65,195,N/A,N/A
2026-09-18 09:15,2026-10-06,61360,0,11.25,0,4615,24400,0,0,0,0,0,N/A,N/A
2026-09-18 09:15,2026-10-06,54795,0,7.65,0,65,24600,0,0,0,0,0,N/A,N/A
2026-09-18 09:15,2026-10-06,9360,130,5,0,9425,24800,0,0,0,0,0,N/A,N/A
2026-09-18 09:15,2026-10-06,80405,-325,4.2,0,149955,25000,0,0,0,0,0,N/A,N/A
2026-09-18 09:15,2026-10-06,3900,65,4.05,0,15145,25200,0,0,0,0,0,N/A,N/A
2026-09-18 09:15,2026-10-06,2795,0,3.75,0,1170,25400,0,0,0,0,0,N/A,N/A
2026-09-18 09:15,2026-10-06,2665,130,2.5,0,325,25600,0,0,0,0,0,N/A,N/A
2026-09-18 09:15,2026-10-06,53950,910,2.1,0,36140,25800,0,0,0,0,0,N/A,N/A
2026-09-18 09:15,2026-10-06,0,0,0,0,0,26000,0,0,0,0,0,N/A,N/A
2026-09-18 09:15,2026-10-06,0,0,0,0,0,26200,0,0,0,0,0,N/A,N/A
2026-09-18 09:15,2026-10-06,0,0,0,0,0,26400,0,0,0,0,0,N/A,N/A
2026-09-18 09:15,2026-10-06,0,0,0,0,0,26600,0,0,0,0,0,N/A,N/A
2026-09-18 09:15,2026-10-06,0,0,0,0,0,26800,0,0,0,0,0,N/A,N/A
2026-09-18 09:15,2026-10-06,0,0,0,0,0,27000,0,0,0,0,0,N/A,N/A
2026-09-18 09:15,2026-10-06,0,0,0,0,0,27200,0,0,0,0,0,N/A,N/A
2026-09-18 09:15,2026-10-06,0,0,0,0,0,27400,0,0,0,0,0,N/A,N/A
2026-09-18 09:15,2026-10-06,0,0,0,0,0,27600,0,0,0,0,0,N/A,N/A
2026-09-18 09:15,2026-10-06,0,0,0,0,0,27800,0,0,0,0,0,N/A,N/A
2026-09-18 09:15,2026-10-06,0,0,0,0,0,28000,0,0,0,0,0,N/A,N/A
2026-09-18 09:15,2026-10-06,0,0,0,0,0,28200,0,0,0,0,0,N/A,N/A
2026-09-18 09:15,2026-10-06,0,0,0,0,0,28400,0,0,0,0,0,N/A,N/A
2026-09-18 09:15,2026-10-06,0,0,0,0,0,28600,0,0,0,0,0,N/A,N/A
2026-09-18 09:15,2026-10-06,0,0,0,0,0,28800,0,0,0,0,0,N/A,N/A
2026-09-18 09:15,2026-10-06,0,0,0,0,0,29000,0,0,0,0,0,N/A,N/A
2026-09-18 09:15,2026-10-06,0,0,0,0,0,29200,0,0,0,0,0,N/A,N/A
2026-09-18 09:20,2026-10-06,0,0,0,0,0,21000,0,0,0,0,0,N/A,N/A
2026-09-18 09:20,2026-10-06,0,0,0,0,0,21200,0,0,0,0,0,N/A,N/A
2026-09-18 09:20,2026-10-06,0,0,0,0,0,21400,2015,0,7.2,0,1040,N/A,N/A
2026-09-18 09:20,2026-10-06,0,0,0,0,0,21600,53755,0,9.65,390,24960,N/A,Short Buildup
2026-09-18 09:20,2026-10-06,0,0,0,0,0,21800,325,0,11.25,-130,24245,N/A,Long Unwinding
2026-09-18 09:20,2026-10-06,0,-260,1354,0,260,22000,16185,0,14.55,4875,111215,Long Unwinding,Short Buildup
2026-09-18 09:20,2026-10-06,0,0,0,0,0,22200,2600,0,20.5,650,50830,N/A,Short Buildup
2026-09-18 09:20,2026-10-06,0,0,0,0,0,22400,455,0,30.35,-130,20410,N/A,Long Unwinding
2026-09-18 09:20,2026-10-06,65,-65,794,0,130,22600,5980,0,46.1,-1950,91585,Long Unwinding,Short Covering
2026-09-18 09:20,2026-10-06,1820,65,614.4,0,1365,22800,7605,0,71.6,-715,68120,Short Buildup,Short Covering
2026-09-18 09:20,2026-10-06,38545,585,474.9,0,2145,23000,35165,0,110,-325,284960,Short Buildup,Short Covering
2026-09-18 09:20,2026-10-06,83785,390,332.3,0,7605,23200,6760,0,166.15,130,117065,Short Buildup,Long Buildup
2026-09-18 09:20,2026-10-06,92040,7410,212.65,0,18590,23400,17875,0,247.9,8320,75205,Short Buildup,Long Buildup
2026-09-18 09:20,2026-10-06,83785,3250,126,0,9555,23600,650,0,358,325,21905,Short Buildup,Long Buildup
2026-09-18 09:20,2026-10-06,131690,-3380,68.35,0,22360,23800,6110,0,487,-455,13000,Long Unwinding,Long Unwinding
2026-09-18 09:20,2026-10-06,795795,-650,36,0,37180,24000,65,0,645,0,24505,Long Unwinding,N/A
2026-09-18 09:20,2026-10-06,109785,130,18.15,0,4745,24200,130,0,938.55,-65,195,Short Buildup,Long Unwinding
2026-09-18 09:20,2026-10-06,61620,260,10.1,0,5655,24400,0,0,0,0,0,Short Buildup,N/A
2026-09-18 09:20,2026-10-06,54925,130,7.7,0,780,24600,0,0,0,0,0,Long Buildup,N/A
2026-09-18 09:20,2026-10-06,9360,130,5,0,9425,24800,0,0,0,0,0,Short Buildup,N/A
2026-09-18 09:20,2026-10-06,81185,455,4,0,3185,25000,0,0,0,0,0,Short Buildup,N/A
2026-09-18 09:20,2026-10-06,3900,65,4.05,0,15145,25200,0,0,0,0,0,Short Buildup,N/A
2026-09-18 09:20,2026-10-06,2795,0,3.75,0,1170,25400,0,0,0,0,0,N/A,N/A
2026-09-18 09:20,2026-10-06,2665,130,2.5,0,325,25600,0,0,0,0,0,Short Buildup,N/A
2026-09-18 09:20,2026-10-06,53040,0,2.55,0,325,25800,0,0,0,0,0,N/A,N/A
2026-09-18 09:20,2026-10-06,0,0,0,0,0,26000,0,0,0,0,0,N/A,N/A
2026-09-18 09:20,2026-10-06,0,0,0,0,0,26200,0,0,0,0,0,N/A,N/A
2026-09-18 09:20,2026-10-06,0,0,0,0,0,26400,0,0,0,0,0,N/A,N/A
2026-09-18 09:20,2026-10-06,0,0,0,0,0,26600,0,0,0,0,0,N/A,N/A
2026-09-18 09:20,2026-10-06,0,0,0,0,0,26800,0,0,0,0,0,N/A,N/A
2026-09-18 09:20,2026-10-06,0,0,0,0,0,27000,0,0,0,0,0,N/A,N/A
2026-09-18 09:20,2026-10-06,0,0,0,0,0,27200,0,0,0,0,0,N/A,N/A
2026-09-18 09:20,2026-10-06,0,0,0,0,0,27400,0,0,0,0,0,N/A,N/A
2026-09-18 09:20,2026-10-06,0,0,0,0,0,27600,0,0,0,0,0,N/A,N/A
2026-09-18 09:20,2026-10-06,0,0,0,0,0,27800,0,0,0,0,0,N/A,N/A
2026-09-18 09:20,2026-10-06,0,0,0,0,0,28000,0,0,0,0,0,N/A,N/A
2026-09-18 09:20,2026-10-06,0,0,0,0,0,28200,0,0,0,0,0,N/A,N/A
2026-09-18 09:20,2026-10-06,0,0,0,0,0,28400,0,0,0,0,0,N/A,N/A
2026-09-18 09:20,2026-10-06,0,0,0,0,0,28600,0,0,0,0,0,N/A,N/A
2026-09-18 09:20,2026-10-06,0,0,0,0,0,28800,0,0,0,0,0,N/A,N/A
2026-09-18 09:20,2026-10-06,0,0,0,0,0,29000,0,0,0,0,0,N/A,N/A
2026-09-18 09:20,2026-10-06,0,0,0,0,0,29200,0,0,0,0,0,N/A,N/A
2026-09-18 09:25,2026-10-06,0,0,0,0,0,21000,0,0,0,0,0,N/A,N/A
2026-09-18 09:25,2026-10-06,0,0,0,0,0,21200,0,0,0,0,0,N/A,N/A
2026-09-18 09:25,2026-10-06,0,0,0,0,0,21400,65,0,7.2,0,1040,N/A,N/A
2026-09-18 09:25,2026-10-06,0,0,0,0,0,21600,325,0,9.95,0,24570,N/A,N/A
2026-09-18 09:25,2026-10-06,0,0,0,0,0,21800,455,0,11.35,-195,24180,N/A,Short Covering
2026-09-18 09:25,2026-10-06,0,-260,1354,0,260,22000,20085,0,14.5,6890,113230,Long Unwinding,Short Buildup
2026-09-18 09:25,2026-10-06,0,0,0,0,0,22200,6695,0,20.1,2860,53040,N/A,Short Buildup
2026-09-18 09:25,2026-10-06,0,0,0,0,0,22400,1625,0,29.3,130,20670,N/A,Short Buildup
2026-09-18 09:25,2026-10-06,65,-65,794,0,130,22600,8385,0,44.05,-3900,89635,Long Unwinding,Long Unwinding
2026-09-18 09:25,2026-10-06,1820,65,614.4,0,1365,22800,17095,0,70.4,4290,73125,Short Buildup,Short Buildup
2026-09-18 09:25,2026-10-06,39260,1300,480,0,4355,23000,39585,0,107.65,715,286000,Long Buildup,Short Buildup
2026-09-18 09:25,2026-10-06,83850,455,340,0,11180,23200,15600,0,157,3185,120120,Long Buildup,Short Buildup
2026-09-18 09:25,2026-10-06,89115,4485,215.7,0,28080,23400,27755,0,244.9,7020,73905,Long Buildup,Short Buildup
2026-09-18 09:25,2026-10-06,84955,4420,128.75,0,13260,23600,1105,0,349.3,390,21970,Long Buildup,Short Buildup
2026-09-18 09:25,2026-10-06,132730,-2340,70.05,0,28405,23800,6110,0,487,-455,13000,Short Covering,Long Unwinding
2026-09-18 09:25,2026-10-06,801905,5460,36.8,0,65065,24000,260,0,652,0,24505,Long Buildup,N/A
2026-09-18 09:25,2026-10-06,111800,2145,18.3,0,11570,24200,130,0,938.55,-65,195,Long Buildup,Long Unwinding
2026-09-18 09:25,2026-10-06,61360,0,10.55,0,6240,24400,0,0,0,0,0,N/A,N/A
2026-09-18 09:25,2026-10-06,55510,715,5.95,0,845,24600,0,0,0,0,0,Short Buildup,N/A
2026-09-18 09:25,2026-10-06,9360,130,5,0,9425,24800,0,0,0,0,0,Short Buildup,N/A
2026-09-18 09:25,2026-10-06,81770,1040,3.95,0,3835,25000,0,0,0,0,0,Short Buildup,N/A
2026-09-18 09:25,2026-10-06,3900,65,4.05,0,15145,25200,0,0,0,0,0,Short Buildup,N/A
2026-09-18 09:25,2026-10-06,2795,0,3.75,0,1170,25400,0,0,0,0,0,N/A,N/A
